AgeGroup,GENDER,DOMAIN,PhD,YearsExpGroup,UNIVERSITY,UOC_POSITION,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5
50s,Male,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,,Neutral,Neutral
40s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree
30s,Male,Unknown,No,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral
50s,Male,Unknown,No,10 to 20 yrs,UOC,Adjunct,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral
40s,Male,Unknown,No,<10 yrs,UOC,Adjunct,Yes,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral
40s,Male,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Disagree
40s,Male,Unknown,No,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree
40s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree
40s,Male,Unknown,No,10 to 20 yrs,UOC,Adjunct,No,Neutral,Agree,Neutral,Agree,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,,,Strongly Disagree,Disagree,,,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral
40s,Male,Law & Politics,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
30s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree
30s,Male,Unknown,Yes,<10 yrs,UOC,Adjunct,Yes,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree
40s,Male,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Neutral
40s,Male,Sciences,Yes,<10 yrs,UOC,Adjunct,No,Disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree
30s,Male,Unknown,No,<10 yrs,UOC,Adjunct,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
30s,Male,Unknown,Yes,<10 yrs,UOC,Adjunct,Yes,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree
30s,Male,Engineering & Architecture,No,10 to 20 yrs,UOC,Adjunct,No,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
40s,Male,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree
50s,Male,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree
40s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Agree,Agree,Neutral,Strongly Agree,Agree,,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree
40s,Male,Engineering & Architecture,Yes,10 to 20 yrs,UOC,Adjunct,No,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree
40s,Male,Sciences,Yes,20 to 30 yrs,UOC,Adjunct,No,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree
40s,Male,Engineering & Architecture,Yes,20 to 30 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree
50s,Male,Arts & Humanities,No,20 to 30 yrs,UOC,Adjunct,No,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Strongly Agree
50s,Male,Law & Politics,No,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree
30s,Male,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree
30s,Male,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
40s,Male,Unknown,Yes,20 to 30 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree
30s,Male,Unknown,Yes,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Disagree
30s,Male,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree
40s,Male,Law & Politics,No,<10 yrs,UOC,Adjunct,No,Neutral,Agree,Neutral,Agree,,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Disagree
40s,Male,Engineering & Architecture,Yes,20 to 30 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree
40s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,,,,,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
40s,Male,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,,,Neutral,Agree,Neutral,Agree,Agree,,,,,,Neutral,,,,Strongly Agree,Agree,,,,,,,Agree,,Agree,,
30s,Male,Law & Politics,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
40s,Male,Law & Politics,No,10 to 20 yrs,UOC,Adjunct,No,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree
30s,Male,Law & Politics,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree
40s,Male,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neutral
40s,Male,Engineering & Architecture,No,10 to 20 yrs,UOC,Adjunct,No,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,,Neutral,Disagree
30s,Male,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,No,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree
40s,Male,Unknown,No,10 to 20 yrs,UOC,Adjunct,No,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree
40s,Male,Law & Politics,Yes,10 to 20 yrs,UOC,Adjunct,No,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree
60s,Male,Unknown,Yes,> 30 yrs,UOC,Adjunct,No,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree
30s,Male,Law & Politics,Yes,,UOC,Adjunct,No,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,,Disagree
50s,Male,Arts & Humanities,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
30s,Male,Unknown,No,<10 yrs,UOC,Adjunct,No,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
40s,Male,Unknown,No,10 to 20 yrs,UOC,Adjunct,No,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree
